2,3
2,7
3,2
3,4
4,3
4,5
5,4
5,6
5,12
6,5
6,7
6,11
7,2
7,6
7,8
8,7
8,9
8,10
9,0
9,8
10,8
10,11
11,6
11,10
12,5
12,13
12,14
13,12
14,12
stop
12
3
3
3
3
3
3
6
7
7
3
3
3
0,1
0,5
1,0
1,2
2,1
2,3
2,11
3,2
3,4
3,9
4,3
4,5
5,0
5,4
5,6
6,5
6,7
6,8
7,6
8,6
9,3
9,10
10,9
10,11
11,2
11,10
stop
21
3
3
3
3
3
3
6
7
7
3
3
3
3
3
3
6
7
7
6
7
7
0,1
0,5
1,0
1,2
2,1
2,3
2,9
3,2
3,4
4,3
4,5
4,6
5,0
5,4
6,4
6,7
6,8
7,6
8,6
9,2
9,10
9,14
10,9
10,11
11,10
11,12
12,11
12,13
12,18
13,12
13,14
14,9
14,13
14,15
15,14
15,16
15,17
16,15
17,15
18,12
18,19
18,20
19,18
20,18
stop
23
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
6
7
7
3
3
3
3
0,1
0,9
1,0
1,2
2,1
2,3
2,7
3,2
3,4
3,22
4,3
4,5
4,19
5,4
5,6
6,5
6,7
6,15
7,2
7,6
7,8
8,7
8,9
8,13
9,0
9,8
9,10
10,9
10,11
11,10
11,12
12,11
12,13
12,16
13,8
13,12
13,14
14,13
14,15
15,6
15,14
16,12
16,17
16,18
17,16
18,16
19,4
19,20
20,19
20,21
21,20
21,22
22,3
22,21
stop
17
3
3
3
3
3
3
3
3
3
3
3
3
3
3
6
7
7
0,1
0,5
1,0
1,2
2,1
2,3
3,2
3,4
3,9
4,3
4,5
4,6
5,0
5,4
6,4
6,7
7,6
7,8
7,14
8,7
8,9
8,13
9,3
9,8
9,10
10,9
10,11
11,10
11,12
12,11
12,13
13,8
13,12
14,7
14,15
14,16
15,14
16,14
stop
25
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
6
7
7
6
7
7
6
7
7
0,1
0,5
1,0
1,2
2,1
2,3
3,2
3,4
3,12
4,3
4,5
4,6
5,0
5,4
6,4
6,7
6,11
7,6
7,8
8,7
8,9
8,22
9,8
9,10
10,9
10,11
10,15
11,6
11,10
11,12
12,3
12,11
12,13
13,12
13,14
13,19
14,13
14,15
14,16
15,10
15,14
16,14
16,17
16,18
17,16
18,16
19,13
19,20
19,21
20,19
21,19
22,8
22,23
22,24
23,22
24,22
stop
21
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
6
7
7
0,1
0,5
1,0
1,2
2,1
2,3
3,2
3,4
3,9
4,3
4,5
4,6
5,0
5,4
6,4
6,7
7,6
7,8
8,7
8,9
8,13
9,3
9,8
9,10
10,9
10,11
11,10
11,12
11,18
12,11
12,13
12,17
13,8
13,12
13,14
14,13
14,15
15,14
15,16
16,15
16,17
17,12
17,16
18,11
18,19
18,20
19,18
20,18
stop
19
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
6
7
7
0,1
0,13
1,0
1,2
2,1
2,3
2,11
3,2
3,4
4,3
4,5
5,4
5,6
5,10
6,5
6,7
7,6
7,8
7,16
8,7
8,9
9,8
9,10
9,15
10,5
10,9
10,11
11,2
11,10
11,12
12,11
12,13
12,14
13,0
13,12
14,12
14,15
15,9
15,14
16,7
16,17
16,18
17,16
18,16
stop
20
3
3
3
3
3
3
6
7
7
6
3
3
3
3
3
3
6
6
7
7
0,1
0,5
1,0
1,2
2,1
2,3
2,16
3,2
3,4
3,9
4,3
4,5
4,6
5,0
5,4
6,4
6,7
6,8
7,6
8,6
9,3
9,10
10,9
10,11
10,15
11,10
11,12
12,11
12,13
13,12
13,14
13,17
14,13
14,15
15,10
15,14
15,16
16,2
16,15
17,13
17,18
17,19
18,17
19,17
stop
21
3
3
3
3
3
3
6
7
7
3
3
3
3
3
3
6
7
7
6
7
7
0,1
0,5
1,0
1,2
2,1
2,3
2,9
3,2
3,4
4,3
4,5
4,6
5,0
5,4
6,4
6,7
6,8
7,6
8,6
9,2
9,10
9,14
10,9
10,11
11,10
11,12
12,11
12,13
12,18
13,12
13,14
13,15
14,9
14,13
15,13
15,16
15,17
16,15
17,15
18,12
18,19
18,20
19,18
20,18
stop
15
3
3
3
3
3
3
3
3
3
3
6
7
7
3
3
0,1
0,9
1,0
1,2
2,1
2,3
2,14
3,2
3,4
3,8
4,3
4,5
4,13
5,4
5,6
6,5
6,7
7,6
7,8
7,10
8,3
8,7
8,9
9,0
9,8
10,7
10,11
10,12
11,10
12,10
13,4
13,14
14,2
14,13
stop
20
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
6
6
7
7
0,1
0,9
1,0
1,2
2,1
2,3
2,7
3,2
3,4
4,3
4,5
5,4
5,6
5,17
6,5
6,7
6,15
7,2
7,6
7,8
8,7
8,9
8,13
9,0
9,8
9,10
10,9
10,11
11,10
11,12
12,11
12,13
12,16
13,8
13,12
13,14
14,13
14,15
15,6
15,14
16,12
17,5
17,18
17,19
18,17
19,17
stop
22
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
6
7
7
6
7
7
0,1
0,9
1,0
1,2
2,1
2,3
2,7
3,2
3,4
4,3
4,5
4,19
5,4
5,6
6,5
6,7
6,15
7,2
7,6
7,8
8,7
8,9
8,13
9,0
9,8
9,10
10,9
10,11
11,10
11,12
11,16
12,11
12,13
13,8
13,12
13,14
14,13
14,15
15,6
15,14
16,11
16,17
16,18
17,16
18,16
19,4
19,20
19,21
20,19
21,19
stop
20
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
7
6
7
7
0,1
0,13
1,0
1,2
2,1
2,3
2,11
3,2
3,4
4,3
4,5
5,4
5,6
5,10
6,5
6,7
6,17
7,6
7,8
8,7
8,9
8,16
9,8
9,10
9,15
10,5
10,9
10,11
11,2
11,10
11,12
12,11
12,13
12,14
13,0
13,12
14,12
14,15
15,9
15,14
16,8
17,6
17,18
17,19
18,17
19,17
stop
22
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
6
7
7
6
7
7
0,1
0,5
1,0
1,2
2,1
2,3
3,2
3,4
3,12
4,3
4,5
4,6
5,0
5,4
6,4
6,7
6,11
7,6
7,8
8,7
8,9
9,8
9,10
10,9
10,11
10,15
11,6
11,10
11,12
12,3
12,11
12,13
13,12
13,14
14,13
14,15
14,19
15,10
15,14
15,16
16,15
16,17
16,18
17,16
18,16
19,14
19,20
19,21
20,19
21,19
stop
22
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
6
7
7
6
7
7
0,1
0,5
1,0
1,2
2,1
2,3
3,2
3,4
3,12
4,3
4,5
4,6
5,0
5,4
6,4
6,7
6,11
7,6
7,8
8,7
8,9
9,8
9,10
9,19
10,9
10,11
10,15
11,6
11,10
11,12
12,3
12,11
12,13
13,12
13,14
14,13
14,15
14,16
15,10
15,14
16,14
16,17
16,18
17,16
18,16
19,9
19,20
19,21
20,19
21,19
stop
16
3
3
3
3
3
3
3
3
3
3
6
7
7
6
7
7
0,1
0,9
1,0
1,2
2,1
2,3
2,7
3,2
3,4
4,3
4,5
5,4
5,6
6,5
6,7
6,13
7,2
7,6
7,8
8,7
8,9
8,10
9,0
9,8
10,8
10,11
10,12
11,10
12,10
13,6
13,14
13,15
14,13
15,13
stop
16
3
3
3
3
3
3
6
3
3
3
3
3
3
6
7
7
0,1
0,5
1,0
1,2
2,1
2,3
2,7
3,2
3,4
4,3
4,5
4,6
5,0
5,4
6,4
7,2
7,8
7,12
8,7
8,9
9,8
9,10
10,9
10,11
10,13
11,10
11,12
12,7
12,11
13,10
13,14
13,15
14,13
15,13
stop
16
3
3
3
3
3
3
3
3
3
3
3
3
6
7
7
6
0,1
0,5
1,0
1,2
2,1
2,3
2,15
3,2
3,4
4,3
4,5
5,0
5,4
5,6
6,5
6,7
6,11
7,6
7,8
8,7
8,9
9,8
9,10
9,12
10,9
10,11
11,6
11,10
12,9
12,13
12,14
13,12
14,12
15,2
stop
15
3
3
3
3
3
3
3
3
3
3
3
3
6
7
7
0,1
0,9
1,0
1,2
2,1
2,3
2,7
3,2
3,4
4,3
4,5
5,4
5,6
5,12
6,5
6,7
6,11
7,2
7,6
7,8
8,7
8,9
8,10
9,0
9,8
10,8
10,11
11,6
11,10
12,5
12,13
12,14
13,12
14,12
stop
20
3
3
3
3
3
3
6
7
7
6
3
3
3
3
3
3
6
6
7
7
0,1
0,5
1,0
1,2
2,1
2,3
2,16
3,2
3,4
3,9
4,3
4,5
5,0
5,4
5,6
6,5
6,7
6,8
7,6
8,6
9,3
9,10
10,9
10,11
10,15
11,10
11,12
12,11
12,13
13,12
13,14
13,17
14,13
14,15
15,10
15,14
15,16
16,2
16,15
17,13
17,18
17,19
18,17
19,17
stop
12
3
3
3
3
6
6
3
3
3
6
7
7
0,1
0,8
1,0
1,2
2,1
2,3
2,6
3,2
3,4
4,3
4,5
5,4
5,6
6,2
6,5
6,7
7,6
7,8
7,9
8,0
8,7
9,7
9,10
9,11
10,9
11,9
stop
22
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
6
7
7
6
7
7
0,1
0,5
1,0
1,2
2,1
2,3
3,2
3,4
3,12
4,3
4,5
4,6
5,0
5,4
6,4
6,7
6,11
7,6
7,8
8,7
8,9
8,19
9,8
9,10
10,9
10,11
10,15
11,6
11,10
11,12
12,3
12,11
12,13
13,12
13,14
14,13
14,15
14,16
15,10
15,14
16,14
16,17
16,18
17,16
18,16
19,8
19,20
19,21
20,19
21,19
stop
15
3
3
3
3
3
3
3
3
3
3
6
7
7
3
3
0,1
0,9
1,0
1,2
2,1
2,3
2,14
3,2
3,4
3,8
4,3
4,5
4,13
5,4
5,6
6,5
6,7
7,6
7,8
7,10
8,3
8,7
8,9
9,0
9,8
10,7
10,11
10,12
11,10
12,10
13,4
13,14
14,2
14,13
stop
20
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
7
6
7
7
0,1
0,9
1,0
1,2
2,1
2,3
2,7
3,2
3,4
3,17
4,3
4,5
5,4
5,6
6,5
6,7
6,15
7,2
7,6
7,8
8,7
8,9
8,13
9,0
9,8
9,10
10,9
10,11
11,10
11,12
12,11
12,13
12,16
13,8
13,12
13,14
14,13
14,15
15,6
15,14
16,12
17,3
17,18
17,19
18,17
19,17
stop
20
3
3
7
6
3
3
3
3
3
3
3
3
3
3
3
3
3
6
7
7
0,1
1,0
1,2
1,3
2,1
3,1
3,4
4,3
4,5
4,9
5,4
5,6
6,5
6,7
7,6
7,8
7,12
8,7
8,9
8,10
9,4
9,8
10,8
10,11
11,10
11,12
11,16
12,7
12,11
12,13
13,12
13,14
14,13
14,15
15,14
15,16
15,17
16,11
16,15
17,15
17,18
17,19
18,17
19,17
stop
20
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
6
7
7
7
0,1
0,9
1,0
1,2
2,1
2,3
2,7
3,2
3,4
4,3
4,5
5,4
5,6
5,19
6,5
6,7
6,15
7,2
7,6
7,8
8,7
8,9
8,13
9,0
9,8
9,10
10,9
10,11
11,10
11,12
12,11
12,13
12,16
13,8
13,12
13,14
14,13
14,15
15,6
15,14
16,12
16,17
16,18
17,16
18,16
19,5
stop
19
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
6
7
7
0,1
0,13
1,0
1,2
2,1
2,3
2,11
3,2
3,4
4,3
4,5
5,4
5,6
5,10
6,5
6,7
7,6
7,8
8,7
8,9
8,16
9,8
9,10
9,15
10,5
10,9
10,11
11,2
11,10
11,12
12,11
12,13
12,14
13,0
13,12
14,12
14,15
15,9
15,14
16,8
16,17
16,18
17,16
18,16
stop
26
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
6
7
7
6
7
7
0,1
0,5
1,0
1,2
2,1
2,3
3,2
3,4
3,13
4,3
4,5
4,6
5,0
5,4
6,4
6,7
6,11
7,6
7,8
8,7
8,9
9,8
9,10
9,23
10,9
10,11
10,19
11,6
11,10
11,12
12,11
12,13
12,17
13,3
13,12
13,14
14,13
14,15
14,20
15,14
15,16
16,15
16,17
17,12
17,16
17,18
18,17
18,19
19,10
19,18
20,14
20,21
20,22
21,20
22,20
23,9
23,24
23,25
24,23
25,23
stop
24
3
3
3
3
3
3
3
3
3
3
3
3
6
7
7
6
7
7
6
7
7
6
7
7
0,1
0,5
1,0
1,2
2,1
2,3
2,21
3,2
3,4
3,18
4,3
4,5
5,0
5,4
5,6
6,5
6,7
6,11
7,6
7,8
8,7
8,9
9,8
9,10
9,15
10,9
10,11
10,12
11,6
11,10
12,10
12,13
12,14
13,12
14,12
15,9
15,16
15,17
16,15
17,15
18,3
18,19
18,20
19,18
20,18
21,2
21,22
21,23
22,21
23,21
stop
22
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
6
7
7
6
7
7
0,1
0,9
1,0
1,2
2,1
2,3
2,7
3,2
3,4
4,3
4,5
4,19
5,4
5,6
6,5
6,7
6,15
7,2
7,6
7,8
8,7
8,9
8,13
9,0
9,8
9,10
10,9
10,11
11,10
11,12
11,16
12,11
12,13
13,8
13,12
13,14
14,13
14,15
15,6
15,14
16,11
16,17
16,18
17,16
18,16
19,4
19,20
19,21
20,19
21,19
stop
22
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
6
7
7
6
7
7
0,1
0,13
1,0
1,2
2,1
2,3
2,11
3,2
3,4
4,3
4,5
5,4
5,6
5,10
6,5
6,7
6,19
7,6
7,8
8,7
8,9
8,16
9,8
9,10
9,15
10,5
10,9
10,11
11,2
11,10
11,12
12,11
12,13
12,14
13,0
13,12
14,12
14,15
15,9
15,14
16,8
16,17
16,18
17,16
18,16
19,6
19,20
19,21
20,19
21,19
stop
19
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
6
7
7
0,1
0,9
1,0
1,2
2,1
2,3
2,7
3,2
3,4
4,3
4,5
5,4
5,6
6,5
6,7
6,11
7,2
7,6
7,8
8,7
8,9
8,10
9,0
9,8
10,8
10,11
10,15
11,6
11,10
11,12
12,11
12,13
13,12
13,14
13,16
14,13
14,15
15,10
15,14
16,13
16,17
16,18
17,16
18,16
stop
23
3
3
7
7
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
6
7
7
0,1
1,0
1,2
1,3
2,1
3,1
3,4
4,3
4,5
4,17
5,4
5,6
6,5
6,7
6,20
7,6
7,8
7,16
8,7
8,9
9,8
9,10
10,9
10,11
10,15
11,10
11,12
12,11
12,13
13,12
13,14
14,13
14,15
14,19
15,10
15,14
15,16
16,7
16,15
16,17
17,4
17,16
17,18
18,17
18,19
19,14
19,18
20,6
20,21
20,22
21,20
22,20
stop
22
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
6
7
7
6
7
7
0,1
0,9
1,0
1,2
2,1
2,3
2,7
3,2
3,4
3,19
4,3
4,5
5,4
5,6
6,5
6,7
6,15
7,2
7,6
7,8
8,7
8,9
8,13
9,0
9,8
9,10
10,9
10,11
11,10
11,12
12,11
12,13
12,16
13,8
13,12
13,14
14,13
14,15
15,6
15,14
16,12
16,17
16,18
17,16
18,16
19,3
19,20
19,21
20,19
21,19
stop
13
3
3
3
3
3
3
6
7
7
6
7
7
4
0,1
0,5
1,0
1,2
2,1
2,3
2,12
3,2
3,4
3,9
4,3
4,5
5,0
5,4
5,6
6,5
6,7
6,8
7,6
8,6
9,3
9,10
9,11
10,9
11,9
12,2
stop
22
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
6
7
7
6
7
7
0,1
0,5
1,0
1,2
2,1
2,3
3,2
3,4
3,12
4,3
4,5
4,6
5,0
5,4
6,4
6,7
6,11
7,6
7,8
8,7
8,9
9,8
9,10
9,19
10,9
10,11
10,15
11,6
11,10
11,12
12,3
12,11
12,13
13,12
13,14
14,13
14,15
15,10
15,14
15,16
16,15
16,17
16,18
17,16
18,16
19,9
19,20
19,21
20,19
21,19
stop
17
3
3
3
3
3
3
6
3
3
3
3
3
3
6
6
7
7
0,1
0,5
1,0
1,2
2,1
2,3
3,2
3,4
3,13
4,3
4,5
4,6
5,0
5,4
6,4
6,7
7,6
7,8
7,12
8,7
8,9
9,8
9,10
10,9
10,11
11,10
11,12
11,14
12,7
12,11
12,13
13,3
13,12
14,11
14,15
14,16
15,14
16,14
stop
24
3
3
3
3
3
3
6
7
7
6
7
7
3
3
3
3
3
3
6
7
7
6
7
7
0,1
0,5
1,0
1,2
2,1
2,3
2,12
3,2
3,4
3,9
4,3
4,5
5,0
5,4
5,6
6,5
6,7
6,8
7,6
8,6
9,3
9,10
9,11
10,9
11,9
12,2
12,13
12,17
13,12
13,14
14,13
14,15
15,14
15,16
15,21
16,15
16,17
17,12
17,16
17,18
18,17
18,19
18,20
19,18
20,18
21,15
21,22
21,23
22,21
23,21
stop
12
3
3
3
3
3
6
6
3
3
6
7
7
0,1
0,8
1,0
1,2
2,1
2,3
2,9
3,2
3,4
4,3
4,5
4,8
5,4
5,6
6,5
6,7
7,6
7,8
8,0
8,4
8,7
9,2
9,10
9,11
10,9
11,9
stop
21
3
3
3
3
3
3
3
3
3
3
3
3
6
7
7
6
7
7
6
7
7
0,1
0,5
1,0
1,2
2,1
2,3
2,18
3,2
3,4
4,3
4,5
5,0
5,4
5,6
6,5
6,7
6,11
7,6
7,8
8,7
8,9
9,8
9,10
9,15
10,9
10,11
10,12
11,6
11,10
12,10
12,13
12,14
13,12
14,12
15,9
15,16
15,17
16,15
17,15
18,2
18,19
18,20
19,18
20,18
stop
22
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
6
7
7
6
7
7
0,1
0,9
1,0
1,2
2,1
2,3
2,7
3,2
3,4
3,19
4,3
4,5
5,4
5,6
6,5
6,7
6,11
7,2
7,6
7,8
8,7
8,9
8,10
9,0
9,8
10,8
10,11
10,15
11,6
11,10
11,12
12,11
12,13
13,12
13,14
13,16
14,13
14,15
15,10
15,14
16,13
16,17
16,18
17,16
18,16
19,3
19,20
19,21
20,19
21,19
stop
12
3
3
3
3
3
3
6
7
7
3
3
3
0,1
0,5
1,0
1,2
2,1
2,3
2,11
3,2
3,4
3,9
4,3
4,5
5,0
5,4
5,6
6,5
6,7
6,8
7,6
8,6
9,3
9,10
10,9
10,11
11,2
11,10
stop
20
3
3
3
3
3
3
6
7
7
6
3
3
6
3
3
3
3
6
7
7
0,1
0,5
1,0
1,2
2,1
2,3
2,12
3,2
3,4
3,9
4,3
4,5
4,6
5,0
5,4
6,4
6,7
6,8
7,6
8,6
9,3
9,10
10,9
10,11
10,16
11,10
11,12
11,13
12,2
12,11
13,11
13,14
14,13
14,15
15,14
15,16
16,10
16,15
16,17
17,16
17,18
17,19
18,17
19,17
stop
13
3
6
6
3
3
3
3
3
3
3
6
7
7
0,1
1,0
1,2
1,5
2,1
2,3
3,2
3,4
3,9
4,3
4,5
4,6
5,1
5,4
6,4
6,7
7,6
7,8
8,7
8,9
9,3
9,8
9,10
10,9
10,11
10,12
11,10
12,10
stop
28
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
6
7
7
6
7
7
0,1
0,13
1,0
1,2
2,1
2,3
2,11
3,2
3,4
4,3
4,5
5,4
5,6
5,10
6,5
6,7
6,25
7,6
7,8
8,7
8,9
9,8
9,10
9,18
10,5
10,9
10,11
11,2
11,10
11,12
12,11
12,13
12,17
13,0
13,12
13,14
14,13
14,15
15,14
15,16
16,15
16,17
16,21
17,12
17,16
17,18
18,9
18,17
18,19
19,18
19,20
19,22
20,19
20,21
21,16
21,20
22,19
22,23
22,24
23,22
24,22
25,6
25,26
25,27
26,25
27,25
stop
22
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
6
7
7
6
7
7
0,1
0,9
1,0
1,2
2,1
2,3
2,7
3,2
3,4
4,3
4,5
5,4
5,6
5,19
6,5
6,7
6,15
7,2
7,6
7,8
8,7
8,9
8,13
9,0
9,8
9,10
10,9
10,11
11,10
11,12
12,11
12,13
12,16
13,8
13,12
13,14
14,13
14,15
15,6
15,14
16,12
16,17
16,18
17,16
18,16
19,5
19,20
19,21
20,19
21,19
stop
22
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
6
7
7
6
7
7
0,1
0,9
1,0
1,2
2,1
2,3
2,7
3,2
3,4
3,19
4,3
4,5
5,4
5,6
6,5
6,7
6,11
7,2
7,6
7,8
8,7
8,9
8,10
9,0
9,8
10,8
10,11
10,15
11,6
11,10
11,12
12,11
12,13
13,12
13,14
14,13
14,15
15,10
15,14
15,16
16,15
16,17
16,18
17,16
18,16
19,3
19,20
19,21
20,19
21,19
stop
21
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
6
7
7
0,1
0,5
1,0
1,2
2,1
2,3
3,2
3,4
3,13
4,3
4,5
4,6
5,0
5,4
6,4
6,7
6,11
7,6
7,8
8,7
8,9
9,8
9,10
10,9
10,11
11,6
11,10
11,12
12,11
12,13
12,17
13,3
13,12
13,14
14,13
14,15
15,14
15,16
16,15
16,17
16,18
17,12
17,16
18,16
18,19
18,20
19,18
20,18
stop
17
3
3
3
3
3
3
3
3
3
3
3
3
3
7
6
7
7
0,1
0,5
1,0
1,2
2,1
2,3
3,2
3,4
3,12
4,3
4,5
4,6
5,0
5,4
6,4
6,7
6,11
7,6
7,8
8,7
8,9
8,14
9,8
9,10
10,9
10,11
11,6
11,10
11,12
12,3
12,11
12,13
13,12
14,8
14,15
14,16
15,14
16,14
stop
17
3
3
3
3
3
3
3
3
3
3
3
3
3
3
6
7
7
0,1
0,5
1,0
1,2
2,1
2,3
3,2
3,4
3,9
4,3
4,5
4,6
5,0
5,4
6,4
6,7
7,6
7,8
8,7
8,9
8,13
9,3
9,8
9,10
10,9
10,11
11,10
11,12
12,11
12,13
12,14
13,8
13,12
14,12
14,15
14,16
15,14
16,14
stop
18
3
3
3
3
3
3
3
6
3
3
3
3
3
3
3
6
7
7
0,1
0,5
1,0
1,2
2,1
2,3
2,10
3,2
3,4
3,8
4,3
4,5
5,0
5,4
5,6
6,5
6,7
7,6
8,3
8,9
9,8
9,10
9,14
10,2
10,9
10,11
11,10
11,12
12,11
12,13
13,12
13,14
13,15
14,9
14,13
15,13
15,16
15,17
16,15
17,15
stop
18
3
3
3
3
3
3
6
7
7
3
3
3
3
3
3
6
7
7
0,1
0,5
1,0
1,2
2,1
2,3
2,9
3,2
3,4
4,3
4,5
4,6
5,0
5,4
6,4
6,7
6,8
7,6
8,6
9,2
9,10
9,14
10,9
10,11
11,10
11,12
12,11
12,13
12,15
13,12
13,14
14,9
14,13
15,12
15,16
15,17
16,15
17,15
stop
17
3
3
3
3
3
3
6
7
7
3
3
3
3
3
3
3
5
0,1
0,5
1,0
1,2
2,1
2,3
2,11
3,2
3,4
3,9
4,3
4,5
